label,message
ham,Just finished my exam feeling pretty good about it! Let me know.
spam,Important tax refund notice you are owed money claim it now online. Limited time!
spam,Win the ultimate night out worth 1000 text NIGHT to 63222 right now.
ham,We are out of coffee can you grab some on your way home? Cheers!
spam,Congratulations you passed our survey claim your Samsung S21 free today.
spam,Congratulations! You have been selected for a free Nokia 6230. Call now to claim. Call today!
spam,URGENT! Your mobile number has been awarded a 2000 Bonus Caller Prize. Call 09066364589 now. Act fast!
ham,Sorry I forgot to reply earlier yes that works perfectly for me.
ham,Shall we grab coffee this weekend and catch up properly? Cheers!
spam,Congratulations! You have been selected for a free Nokia 6230. Call now to claim.
spam,LAST CHANCE reply WIN to claim your 500 voucher before tonight. Call today!
ham,Boleh tolong ambilkan adik dari sekolah petang ni tak? Let me know.
spam,Exclusive offer double your minutes reply DEAL to claim your special offer.
ham,The test results came back everything is normal thankfully so relieved. Let me know.
ham,Mum says dinner is at 7 not 8 can you let the others know?
ham,Bila nak keluar lepak semua orang rindu kau lah. Let me know.
ham,Just checking you remember about the meeting appointment at 10am. Thanks.
spam,URGENT! Your mobile number has been awarded a 2000 Bonus Caller Prize. Call 09066364589 now.
spam,You are pre approved for a 5000 loan no credit check required apply now. Act fast!
ham,Dentist appointment is at 2 30 on Thursday do not forget. Let me know.
spam,LAST CHANCE reply WIN to claim your 500 voucher before tonight. Limited time!
spam,Win the ultimate night out worth 1000 text NIGHT to 63222 right now. Call today!
spam,WIN RM10000! You are our lucky winner this month. Claim your prize now. Act fast!
ham,Do you have the notes from todays lecture on algorithms? Cheers!
spam,WIN RM10000! You are our lucky winner this month. Claim your prize now. Act fast!
ham,Semalam punya presentation ok ke tak nervous gila tengok kau. Let me know.
ham,The kids had a great time at the park today after school.
spam,WINNER!! You have been selected to receive a 900 prize reward! Call 09061701461 to claim now. Call today!
ham,Could you please water my plants while I am away this week?
ham,Kau okay tak tadi nampak macam penat je muka kau. Let me know.
spam,Free entry in 2 a weekly comp to win FA Cup final tkts. Text FA to 87121 to receive entry.
ham,Can you send me that document we discussed earlier? Cheers!
spam,Free ringtone waiting for you text MIX to 85069 to receive it now.
spam,Tahniah! Anda telah memenangi RM1000! Hubungi kami sekarang untuk menuntut hadiah anda. Act fast!
ham,Thanks for your help earlier really appreciated it so much.
spam,Win the ultimate night out worth 1000 text NIGHT to 63222 right now. Act fast!
ham,Thanks for your help earlier really appreciated it so much. Cheers!
ham,I am running a bit late should be there by half past 7. Thanks.
spam,Tahniah! Anda telah memenangi RM1000! Hubungi kami sekarang untuk menuntut hadiah anda. Limited time!
spam,You have won a luxury holiday worth 5000. Call 0906 to book your free trip now. Reply now!
ham,The broadband engineer is coming between 9 and 12 tomorrow morning. Let me know.
spam,Click here to claim your free iPhone now limited offer expires tonight.
ham,The repair shop called your laptop is ready for collection today.
spam,You are a winner! You have been specially selected to receive 1000 cash. Ring now ASAP. Reply now!
ham,I cannot make it tonight something came up at work sorry. Cheers!
ham,Can you proofread my assignment before I submit it tonight?
spam,IMPORTANT you could be entitled up to 3160 in compensation from your accident. Reply CLAIM.
ham,The weather is beautiful today fancy a walk along the park later? Cheers!
spam,Alert your bank account is suspended call immediately to restore access today.
ham,The train is delayed by 15 minutes meet you at the coffee shop. Thanks.
ham,Just booked the flights departure is Friday at 9am from KLIA.
ham,Boleh tolong ambilkan adik dari sekolah petang ni tak? Thanks.
spam,Secret admirer alert someone fancies you call 09064019014 to find out who. Limited time!
spam,Anda menang RM500 percuma. Hubungi 0123456789 untuk menuntut hadiah anda sekarang. Act fast!
spam,Congratulations you passed our survey claim your Samsung S21 free today.
ham,Can you recommend a good plumber my sink is broken and leaking.
ham,The broadband engineer is coming between 9 and 12 tomorrow morning. Let me know.
ham,I cannot make it tonight something came up at work sorry. Let me know.
ham,The broadband engineer is coming between 9 and 12 tomorrow morning. Thanks.
ham,The broadband engineer is coming between 9 and 12 tomorrow morning. Thanks.
spam,Romance is just a text away meet local singles text MEET to 89600 now.
spam,URGENT! Your mobile number has been awarded a 2000 Bonus Caller Prize. Call 09066364589 now. Limited time!
ham,Great news about your promotion really well deserved you worked hard. Thanks.
ham,Do you have the notes from todays lecture on algorithms? Thanks.
ham,Thanks for your help earlier really appreciated it so much.
spam,Alert your bank account is suspended call immediately to restore access today. Act fast!
ham,Just wanted to check you got home ok last night after the event. Let me know.
ham,Kau okay tak tadi nampak macam penat je muka kau. Thanks.
ham,Just downloaded that app you mentioned it is really brilliant thanks. Let me know.
ham,I got the job starting Monday so excited about this opportunity! Cheers!
spam,You have won a luxury holiday worth 5000. Call 0906 to book your free trip now. Act fast!
ham,Jom makan tengahari sama sama kat kedai biasa kita.
ham,The broadband engineer is coming between 9 and 12 tomorrow morning. Let me know.
ham,Boleh tolong ambilkan adik dari sekolah petang ni tak?
spam,Debt problems we can help free advice text DEBT to 84434 immediately.
spam,You won RM1000 in our lucky draw. Send your IC number to claim immediately.
spam,Congratulations you won RM5000 cash prize. Reply YES to claim your reward today. Limited time!
spam,You are a winner! You have been specially selected to receive 1000 cash. Ring now ASAP. Reply now!
ham,Jom makan tengahari sama sama kat kedai biasa kita.
ham,The forecast says rain all weekend so maybe stay in and study.
spam,Amazing offer get 50 percent off all products this week only order now. Call today!
spam,Earn money from home no experience needed. Text EARN to 80086 now.
ham,We are out of coffee can you grab some on your way home? Let me know.
ham,Great news about your promotion really well deserved you worked hard. Cheers!
ham,Do not forget we have dinner at mum and dads on Sunday evening. Let me know.
spam,You have been awarded RM5000 bonus. Verify your account to receive the transfer.
spam,You have won 1000 cash or a 2000 prize. To claim call our claim line 08714712372 Limited time!
spam,Important tax refund notice you are owed money claim it now online. Reply now!
spam,You have unused loyalty points worth 80 claim before they expire tonight. Reply now!
ham,Just downloaded that app you mentioned it is really brilliant thanks. Let me know.
ham,Mum says dinner is at 7 not 8 can you let the others know? Cheers!
ham,Nanti balik rumah singgah beli roti sekali boleh?
ham,I will be there in 20 minutes just leaving now. Let me know.
spam,Debt problems we can help free advice text DEBT to 84434 immediately.
spam,Congratulations you won RM5000 cash prize. Reply YES to claim your reward today. Act fast!
spam,Congratulations you passed our survey claim your Samsung S21 free today.
spam,FREE RM50 credit added to your account. Click here to activate your bonus now. Reply now!
spam,IMPORTANT you could be entitled up to 3160 in compensation from your accident. Reply CLAIM. Call today!
ham,Bila nak keluar lepak semua orang rindu kau lah.
spam,You just won 1000000 rm. Dont miss it! Call now to claim your prize. Limited time!
spam,Hot deal 50 percent off all products this week only. Visit our site to order now.
spam,CASH PRIZE you have been awarded 500. To receive it reply with your details now.
spam,You have unused loyalty points worth 80 claim before they expire tonight. Act fast!
spam,You are pre approved for a 5000 loan no credit check required apply now.
spam,Important tax refund notice you are owed money claim it now online. Act fast!
spam,Earn money from home no experience needed. Text EARN to 80086 now. Act fast!
ham,I cannot make it tonight something came up at work sorry. Let me know.
ham,Great news about your promotion really well deserved you worked hard.
ham,Happy birthday to your little one hope they have a wonderful day.
ham,I passed my driving test on the first attempt so happy right now! Thanks.
spam,You have been awarded RM5000 bonus. Verify your account to receive the transfer. Call today!
ham,Happy birthday to your little one hope they have a wonderful day. Let me know.
spam,FREE gift worth RM300 for you! Just pay RM10 shipping. Click link to order.
ham,The forecast says rain all weekend so maybe stay in and study. Let me know.
ham,Semalam punya presentation ok ke tak nervous gila tengok kau. Cheers!
ham,The book you recommended was fantastic just finished it last night. Let me know.
spam,Anda menang RM500 percuma. Hubungi 0123456789 untuk menuntut hadiah anda sekarang. Act fast!
spam,FREE RM50 credit added to your account. Click here to activate your bonus now.
spam,Your phone number won RM2500 in our quarterly draw. Call to collect today.
ham,Kau okay tak tadi nampak macam penat je muka kau. Thanks.
spam,Alert your bank account is suspended call immediately to restore access today. Act fast!
ham,The weather is beautiful today fancy a walk along the park later? Cheers!
spam,Get cash fast no credit check apply now by texting LOAN to 89898.
spam,Claim your RM200 reward now! Limited time offer. Reply CLAIM to receive payment. Act fast!
spam,Alert your bank account is suspended call immediately to restore access today.
ham,Sorry I forgot to reply earlier yes that works perfectly for me.
ham,Kau okay tak tadi nampak macam penat je muka kau. Cheers!
ham,I am in the library if you need me call do not text. Cheers!
spam,WIN RM10000! You are our lucky winner this month. Claim your prize now. Reply now!
spam,You have won a luxury holiday worth 5000. Call 0906 to book your free trip now.
ham,Mum says dinner is at 7 not 8 can you let the others know? Thanks.
ham,Can you check if the back door is locked before you leave please? Cheers!
ham,I am running a bit late should be there by half past 7.
spam,Your phone number won RM2500 in our quarterly draw. Call to collect today. Limited time!
ham,Can you recommend a good plumber my sink is broken and leaking. Thanks.
ham,Just wanted to check you got home ok last night after the event. Cheers!
spam,Your account needs verification click here immediately to avoid suspension. Limited time!
ham,Just finished my exam feeling pretty good about it! Cheers!
ham,Is it ok if I bring a friend to the gathering on Saturday? Let me know.
ham,Is it ok if I bring a friend to the gathering on Saturday?
spam,Free entry in 2 a weekly comp to win FA Cup final tkts. Text FA to 87121 to receive entry. Limited time!
ham,Let me know when you land safely please text me.
ham,Could you please water my plants while I am away this week? Thanks.
ham,Mum says dinner is at 7 not 8 can you let the others know? Cheers!
ham,I am running a bit late should be there by half past 7. Cheers!
ham,What time does the movie start tonight? Let me know.
spam,Claim your RM200 reward now! Limited time offer. Reply CLAIM to receive payment. Reply now!
spam,Congratulations you have been chosen to participate in our monthly prize draw.
ham,I am in the library if you need me call do not text. Let me know.
ham,Semalam punya presentation ok ke tak nervous gila tengok kau. Let me know.
spam,You qualify for a free gift today. Claim before midnight. Text YES to 85023.
ham,The test results came back everything is normal thankfully so relieved. Let me know.
ham,Just finished my exam feeling pretty good about it!
ham,The train is delayed by 15 minutes meet you at the coffee shop.
ham,I cannot make it tonight something came up at work sorry. Cheers!
ham,Assignment kau dah siap ke belum kena hantar esok tau. Cheers!
ham,Is it ok if I bring a friend to the gathering on Saturday? Cheers!
ham,Tolong reminder aku pukul 3 petang ada meeting penting.
spam,Congratulations! You have been selected for a free Nokia 6230. Call now to claim. Limited time!
ham,Happy birthday to your little one hope they have a wonderful day.
ham,Can you send me that document we discussed earlier?
spam,Win a 1000 cash prize or a prize worth 5000. To claim just call 09050000327. Reply now!
spam,CASH PRIZE you have been awarded 500. To receive it reply with your details now. Act fast!
spam,FREE RM50 credit added to your account. Click here to activate your bonus now. Limited time!
ham,Just downloaded that app you mentioned it is really brilliant thanks.
ham,I will be there in 20 minutes just leaving now. Let me know.
spam,Free entry in 2 a weekly comp to win FA Cup final tkts. Text FA to 87121 to receive entry. Reply now!
spam,You just won 1000000 rm. Dont miss it! Call now to claim your prize.
spam,You have won a luxury holiday worth 5000. Call 0906 to book your free trip now. Act fast!
ham,The repair shop called your laptop is ready for collection today.
spam,Your parcel could not be delivered pay 1.50 fee to reschedule delivery click here. Reply now!
ham,Can you recommend a good plumber my sink is broken and leaking.
ham,Sorry I forgot to reply earlier yes that works perfectly for me.
ham,I got the job starting Monday so excited about this opportunity! Cheers!
spam,You have won a luxury holiday worth 5000. Call 0906 to book your free trip now. Limited time!
spam,Free entry in 2 a weekly comp to win FA Cup final tkts. Text FA to 87121 to receive entry.
spam,You have won 1000 cash or a 2000 prize. To claim call our claim line 08714712372 Limited time!
spam,Free entry in 2 a weekly comp to win FA Cup final tkts. Text FA to 87121 to receive entry. Act fast!
ham,Great news about your promotion really well deserved you worked hard.
spam,IMPORTANT you could be entitled up to 3160 in compensation from your accident. Reply CLAIM.
ham,The broadband engineer is coming between 9 and 12 tomorrow morning. Thanks.
ham,The train is delayed by 15 minutes meet you at the coffee shop. Thanks.
ham,Bila nak keluar lepak semua orang rindu kau lah. Thanks.
spam,Your phone number won RM2500 in our quarterly draw. Call to collect today. Limited time!
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 now.
spam,Win a 1000 cash prize or a prize worth 5000. To claim just call 09050000327.
spam,Your parcel could not be delivered pay 1.50 fee to reschedule delivery click here. Reply now!
spam,Congratulations! You have been selected for a free Nokia 6230. Call now to claim. Call today!
ham,I will be there in 20 minutes just leaving now. Cheers!
spam,Free entry in 2 a weekly comp to win FA Cup final tkts. Text FA to 87121 to receive entry.
spam,Free entry in 2 a weekly comp to win FA Cup final tkts. Text FA to 87121 to receive entry.
ham,Bila nak keluar lepak semua orang rindu kau lah.
ham,Tolong reminder aku pukul 3 petang ada meeting penting.
ham,I am in the library if you need me call do not text. Thanks.
spam,You just won 1000000 rm. Dont miss it! Call now to claim your prize. Act fast!
ham,We are out of coffee can you grab some on your way home?
ham,Nanti balik rumah singgah beli roti sekali boleh?
ham,I am in the library if you need me call do not text. Cheers!
ham,Assignment kau dah siap ke belum kena hantar esok tau. Let me know.
spam,You qualify for a free gift today. Claim before midnight. Text YES to 85023.
ham,Can you recommend a good plumber my sink is broken and leaking.
spam,This is your final notice you owe money on your account call now to avoid action. Act fast!
ham,The book you recommended was fantastic just finished it last night.
spam,Get cash fast no credit check apply now by texting LOAN to 89898. Call today!
spam,WINNER!! You have been selected to receive a 900 prize reward! Call 09061701461 to claim now.
ham,Assignment kau dah siap ke belum kena hantar esok tau. Cheers!
spam,Congratulations you won RM5000 cash prize. Reply YES to claim your reward today.
ham,Can you send me that document we discussed earlier? Thanks.
ham,I am running a bit late should be there by half past 7. Cheers!
ham,Happy birthday to your little one hope they have a wonderful day.
ham,Shall we grab coffee this weekend and catch up properly? Let me know.
ham,The book you recommended was fantastic just finished it last night. Thanks.
ham,Boleh tolong ambilkan adik dari sekolah petang ni tak? Let me know.
spam,WINNER!! You have been selected to receive a 900 prize reward! Call 09061701461 to claim now.
ham,The book you recommended was fantastic just finished it last night.
ham,Just downloaded that app you mentioned it is really brilliant thanks.
ham,Happy birthday to your little one hope they have a wonderful day. Cheers!
spam,Secret admirer alert someone fancies you call 09064019014 to find out who. Limited time!
ham,Sorry I forgot to reply earlier yes that works perfectly for me.
ham,Can you recommend a good plumber my sink is broken and leaking. Cheers!
ham,I am in the library if you need me call do not text.
spam,This is your final notice you owe money on your account call now to avoid action.
spam,Important tax refund notice you are owed money claim it now online. Reply now!
ham,The repair shop called your laptop is ready for collection today. Thanks.
ham,Do you have the notes from todays lecture on algorithms? Let me know.
spam,Congratulations you passed our survey claim your Samsung S21 free today. Limited time!
spam,Congratulations! You have been selected for a free Nokia 6230. Call now to claim. Act fast!
ham,Can you check if the back door is locked before you leave please?
ham,Are we still on for lunch tomorrow at the usual place?
ham,The repair shop called your laptop is ready for collection today. Thanks.
ham,Happy New Year hope this year brings you great things. Let me know.
spam,LAST CHANCE reply WIN to claim your 500 voucher before tonight. Act fast!
spam,Your parcel could not be delivered pay 1.50 fee to reschedule delivery click here. Reply now!
ham,The train is delayed by 15 minutes meet you at the coffee shop.
spam,Exclusive offer double your minutes reply DEAL to claim your special offer.
ham,I will be there in 20 minutes just leaving now.
ham,Can you check if the back door is locked before you leave please? Thanks.
spam,This is your final notice you owe money on your account call now to avoid action. Act fast!
ham,I passed my driving test on the first attempt so happy right now! Let me know.
spam,Claim your RM200 reward now! Limited time offer. Reply CLAIM to receive payment.
spam,Exclusive offer double your minutes reply DEAL to claim your special offer. Limited time!
ham,Great news about your promotion really well deserved you worked hard. Let me know.
spam,WINNER!! You have been selected to receive a 900 prize reward! Call 09061701461 to claim now.
spam,Congratulations you won RM5000 cash prize. Reply YES to claim your reward today. Limited time!
spam,Congratulations! You have been selected for a free Nokia 6230. Call now to claim. Call today!
ham,Just downloaded that app you mentioned it is really brilliant thanks. Cheers!
spam,Important tax refund notice you are owed money claim it now online.
ham,The book you recommended was fantastic just finished it last night.
spam,Urgent your account has RM1500 unclaimed bonus. Login now before it expires. Act fast!
ham,Are we still on for lunch tomorrow at the usual place?
spam,You have won a luxury holiday worth 5000. Call 0906 to book your free trip now. Reply now!
ham,Just checking you remember about the meeting appointment at 10am.
spam,You have won 1000 cash or a 2000 prize. To claim call our claim line 08714712372
spam,You qualify for a free gift today. Claim before midnight. Text YES to 85023.
ham,Tolong reminder aku pukul 3 petang ada meeting penting. Let me know.
ham,I will be there in 20 minutes just leaving now. Thanks.
ham,Happy birthday to your little one hope they have a wonderful day.
spam,You are pre approved for a 5000 loan no credit check required apply now. Limited time!
ham,Is it ok if I bring a friend to the gathering on Saturday? Cheers!
ham,Bila nak keluar lepak semua orang rindu kau lah. Thanks.
spam,Debt problems we can help free advice text DEBT to 84434 immediately. Reply now!
ham,Tolong reminder aku pukul 3 petang ada meeting penting.
ham,Happy New Year hope this year brings you great things. Thanks.
ham,I got the job starting Monday so excited about this opportunity!
ham,I cannot make it tonight something came up at work sorry.
ham,Mum says dinner is at 7 not 8 can you let the others know? Thanks.
ham,The test results came back everything is normal thankfully so relieved.
ham,Do not forget we have dinner at mum and dads on Sunday evening.
ham,Assignment kau dah siap ke belum kena hantar esok tau.
ham,Assignment kau dah siap ke belum kena hantar esok tau. Let me know.
ham,Do you have the notes from todays lecture on algorithms?
spam,SIX chances to win CASH! From 100 to 20000 pounds txt CSH11 and send to 87575 NOW.
ham,Can you check if the back door is locked before you leave please? Thanks.
spam,You won RM1000 in our lucky draw. Send your IC number to claim immediately. Act fast!
spam,WIN RM10000! You are our lucky winner this month. Claim your prize now. Call today!
ham,Happy New Year hope this year brings you great things. Let me know.
spam,Amazing offer get 50 percent off all products this week only order now. Call today!
ham,Tolong reminder aku pukul 3 petang ada meeting penting.
ham,Happy New Year hope this year brings you great things.
spam,Urgent your account has RM1500 unclaimed bonus. Login now before it expires. Reply now!
spam,Congratulations you passed our survey claim your Samsung S21 free today. Reply now!
ham,Can you proofread my assignment before I submit it tonight? Let me know.
spam,LAST CHANCE reply WIN to claim your 500 voucher before tonight. Act fast!
ham,Boleh tolong ambilkan adik dari sekolah petang ni tak? Let me know.
ham,Is it ok if I bring a friend to the gathering on Saturday?
ham,Just checking you remember about the meeting appointment at 10am. Cheers!
ham,Great news about your promotion really well deserved you worked hard. Let me know.
spam,SIX chances to win CASH! From 100 to 20000 pounds txt CSH11 and send to 87575 NOW. Limited time!
spam,Free ringtone waiting for you text MIX to 85069 to receive it now.
ham,Nanti balik rumah singgah beli roti sekali boleh? Cheers!
ham,Can you proofread my assignment before I submit it tonight? Let me know.
spam,This is your final notice you owe money on your account call now to avoid action. Act fast!
ham,Dentist appointment is at 2 30 on Thursday do not forget. Cheers!
ham,Kau okay tak tadi nampak macam penat je muka kau. Thanks.
ham,Happy birthday to your little one hope they have a wonderful day. Cheers!
ham,Boleh tolong ambilkan adik dari sekolah petang ni tak?
ham,Do you have the notes from todays lecture on algorithms? Cheers!
ham,Can you recommend a good plumber my sink is broken and leaking. Thanks.
ham,Just wanted to check you got home ok last night after the event.
ham,I passed my driving test on the first attempt so happy right now!
spam,You have unused loyalty points worth 80 claim before they expire tonight. Limited time!
ham,Are we still on for lunch tomorrow at the usual place? Let me know.
spam,SIX chances to win CASH! From 100 to 20000 pounds txt CSH11 and send to 87575 NOW. Call today!
spam,Congratulations! You have been selected for a free Nokia 6230. Call now to claim.
ham,The test results came back everything is normal thankfully so relieved. Thanks.
ham,Do not forget we have dinner at mum and dads on Sunday evening. Cheers!
ham,The forecast says rain all weekend so maybe stay in and study.
ham,The forecast says rain all weekend so maybe stay in and study. Let me know.
spam,WINNER!! You have been selected to receive a 900 prize reward! Call 09061701461 to claim now.
spam,Urgent your account has RM1500 unclaimed bonus. Login now before it expires. Call today!
ham,I will be there in 20 minutes just leaving now. Let me know.
spam,Amazing offer get 50 percent off all products this week only order now. Act fast!
ham,The weather is beautiful today fancy a walk along the park later? Thanks.
spam,You have been awarded RM5000 bonus. Verify your account to receive the transfer. Limited time!
spam,Selamat! Nombor anda dipilih untuk memenangi RM3000. Hubungi kami segera. Reply now!
spam,Secret admirer alert someone fancies you call 09064019014 to find out who.
spam,HMRC owes you 348 tax refund. Claim at hmrc-refund.co.uk now before it expires. Reply now!
spam,You are pre approved for a 5000 loan no credit check required apply now. Call today!
spam,Free ringtone waiting for you text MIX to 85069 to receive it now.
ham,Can you let me know your dietary requirements for the dinner event?
ham,Semalam punya presentation ok ke tak nervous gila tengok kau. Let me know.
spam,Tahniah! Anda telah memenangi RM1000! Hubungi kami sekarang untuk menuntut hadiah anda.
spam,Get cash fast no credit check apply now by texting LOAN to 89898. Call today!
spam,Get cash fast no credit check apply now by texting LOAN to 89898. Call today!
ham,The kids had a great time at the park today after school. Thanks.
spam,Free ringtone waiting for you text MIX to 85069 to receive it now. Act fast!
spam,Claim your RM200 reward now! Limited time offer. Reply CLAIM to receive payment. Act fast!
spam,Alert your bank account is suspended call immediately to restore access today. Act fast!
ham,Is it ok if I bring a friend to the gathering on Saturday?
spam,Hot deal 50 percent off all products this week only. Visit our site to order now. Call today!
ham,Just checking you remember about the meeting appointment at 10am. Cheers!
ham,Could you please water my plants while I am away this week?
ham,Happy birthday to your little one hope they have a wonderful day.
spam,Alert your bank account is suspended call immediately to restore access today.
ham,Sorry I forgot to reply earlier yes that works perfectly for me. Thanks.
spam,Congratulations you passed our survey claim your Samsung S21 free today. Limited time!
ham,Dentist appointment is at 2 30 on Thursday do not forget.
spam,You are a winner! You have been specially selected to receive 1000 cash. Ring now ASAP. Call today!
ham,Let me know when you land safely please text me.
spam,You have won a luxury holiday worth 5000. Call 0906 to book your free trip now. Reply now!
ham,Assignment kau dah siap ke belum kena hantar esok tau. Let me know.
spam,You have won 1000 cash or a 2000 prize. To claim call our claim line 08714712372 Reply now!
spam,CASH PRIZE you have been awarded 500. To receive it reply with your details now.
ham,The forecast says rain all weekend so maybe stay in and study. Thanks.
spam,You have won 1000 cash or a 2000 prize. To claim call our claim line 08714712372 Reply now!
ham,Can you send me that document we discussed earlier? Let me know.
ham,The forecast says rain all weekend so maybe stay in and study.
spam,Earn money from home no experience needed. Text EARN to 80086 now. Act fast!
ham,The test results came back everything is normal thankfully so relieved. Cheers!
ham,Just wanted to check you got home ok last night after the event. Let me know.
ham,Are we still on for lunch tomorrow at the usual place?
spam,You are a winner! You have been specially selected to receive 1000 cash. Ring now ASAP.
spam,Urgent your account has RM1500 unclaimed bonus. Login now before it expires. Act fast!
ham,Just wanted to check you got home ok last night after the event.
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 now. Act fast!
ham,I passed my driving test on the first attempt so happy right now! Let me know.
spam,You are pre approved for a 5000 loan no credit check required apply now.
ham,Semalam punya presentation ok ke tak nervous gila tengok kau.
spam,Get cash fast no credit check apply now by texting LOAN to 89898. Call today!
ham,Could you please water my plants while I am away this week?
spam,You are pre approved for a 5000 loan no credit check required apply now. Reply now!
spam,LAST CHANCE reply WIN to claim your 500 voucher before tonight.
spam,Earn money from home no experience needed. Text EARN to 80086 now. Limited time!
ham,What time does the movie start tonight? Cheers!
spam,Alert your bank account is suspended call immediately to restore access today.
spam,Hot deal 50 percent off all products this week only. Visit our site to order now. Act fast!
ham,Shall we grab coffee this weekend and catch up properly?
spam,Tahniah! Anda telah memenangi RM1000! Hubungi kami sekarang untuk menuntut hadiah anda. Reply now!
ham,Bila nak keluar lepak semua orang rindu kau lah. Thanks.
ham,Are we still on for lunch tomorrow at the usual place?
ham,Can you check if the back door is locked before you leave please? Thanks.
spam,You qualify for a free gift today. Claim before midnight. Text YES to 85023.
ham,Can you proofread my assignment before I submit it tonight? Let me know.
ham,Can you let me know your dietary requirements for the dinner event? Cheers!
ham,I left my jacket at yours can I pick it up later today? Thanks.
spam,Romance is just a text away meet local singles text MEET to 89600 now. Call today!
ham,Just wanted to check you got home ok last night after the event.
ham,Kau okay tak tadi nampak macam penat je muka kau.
spam,Congratulations you have been chosen to participate in our monthly prize draw. Reply now!
ham,Mum says dinner is at 7 not 8 can you let the others know?
spam,WIN RM10000! You are our lucky winner this month. Claim your prize now. Reply now!
ham,Do not forget we have dinner at mum and dads on Sunday evening. Thanks.
ham,Semalam punya presentation ok ke tak nervous gila tengok kau.
spam,Congratulations! You have been selected for a free Nokia 6230. Call now to claim. Act fast!
spam,You just won 1000000 rm. Dont miss it! Call now to claim your prize. Call today!
spam,Win a 1000 cash prize or a prize worth 5000. To claim just call 09050000327.
spam,FREE RM50 credit added to your account. Click here to activate your bonus now. Limited time!
ham,Just finished my exam feeling pretty good about it! Thanks.
spam,Click here to claim your free iPhone now limited offer expires tonight. Limited time!
ham,Just finished my exam feeling pretty good about it! Thanks.
spam,Exclusive offer double your minutes reply DEAL to claim your special offer.
ham,Sorry I forgot to reply earlier yes that works perfectly for me.
spam,You have been awarded RM5000 bonus. Verify your account to receive the transfer. Act fast!
ham,The test results came back everything is normal thankfully so relieved. Cheers!
ham,We are out of coffee can you grab some on your way home? Thanks.
spam,Alert your bank account is suspended call immediately to restore access today.
spam,You have been awarded RM5000 bonus. Verify your account to receive the transfer. Limited time!
spam,Hot deal 50 percent off all products this week only. Visit our site to order now. Reply now!
spam,You just won 1000000 rm. Dont miss it! Call now to claim your prize.
ham,Nanti balik rumah singgah beli roti sekali boleh? Cheers!
ham,Assignment kau dah siap ke belum kena hantar esok tau. Let me know.
ham,I am in the library if you need me call do not text. Cheers!
ham,Can you recommend a good plumber my sink is broken and leaking.
ham,Could you please water my plants while I am away this week? Let me know.
